epoch (ms);time (01:00);elapsed (s);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
1.6819E+12;2023-04-19T12:04:40.130;0;12.668;11.311;2.53
1.6819E+12;2023-04-19T12:04:40.140;0.01;12.599;10.777;1.341
1.6819E+12;2023-04-19T12:04:40.150;0.02;13.041;10.64;2.424
1.6819E+12;2023-04-19T12:04:40.160;0.03;14.566;10.877;3.445
1.6819E+12;2023-04-19T12:04:40.170;0.04;16.242;11.669;3.925
1.6819E+12;2023-04-19T12:04:40.180;0.05;17.043;12.012;3.529
1.6819E+12;2023-04-19T12:04:40.190;0.06;17.652;12.119;3.247
1.6819E+12;2023-04-19T12:04:40.200;0.07;16.936;11.928;3.102
1.6819E+12;2023-04-19T12:04:40.210;0.08;15.518;12.264;2.744
1.6819E+12;2023-04-19T12:04:40.220;0.09;14.352;13.155;2.309
1.6819E+12;2023-04-19T12:04:40.230;0.1;12.515;13.041;1.89
1.6819E+12;2023-04-19T12:04:40.240;0.11;11.273;12.035;2.058
1.6819E+12;2023-04-19T12:04:40.250;0.12;11.425;11.433;2.523
1.6819E+12;2023-04-19T12:04:40.260;0.13;12.79;10.968;2.835
1.6819E+12;2023-04-19T12:04:40.270;0.14;15.389;10.678;2.995
1.6819E+12;2023-04-19T12:04:40.280;0.15;17.363;10.229;3.148
1.6819E+12;2023-04-19T12:04:40.290;0.16;18.598;9.756;3.59
1.6819E+12;2023-04-19T12:04:40.300;0.17;19.184;8.887;4.375
1.6819E+12;2023-04-19T12:04:40.310;0.18;19.261;8.399;4.901
1.6819E+12;2023-04-19T12:04:40.320;0.19;20.244;8.117;5
1.6819E+12;2023-04-19T12:04:40.330;0.2;21.646;7.553;5.023
1.6819E+12;2023-04-19T12:04:40.340;0.21;21.814;6.966;4.809
1.6819E+12;2023-04-19T12:04:40.350;0.22;20.061;6.563;4.474
1.6819E+12;2023-04-19T12:04:40.360;0.23;16.867;5.777;4.032
1.6819E+12;2023-04-19T12:04:40.370;0.24;13.247;5.03;3.498
1.6819E+12;2023-04-19T12:04:40.380;0.25;11.044;5.137;3.377
1.6819E+12;2023-04-19T12:04:40.390;0.26;10.915;5.655;3.643
